Unnamed: 0,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
1982,Player D,Team A,18,,108.6478004,Forward,,3,5,1,52.13533989,8.156506118,16,8,24,8,0.458186887,44,4,8.668393264,0.347613016,,,2022
3231,Player B,Team C,34,166.3295705,59.83666069,Forward,25,13,6,1,96.62670157,5.259930093,0,9,23,8,0.072213185,85,2,10.11473404,0.786448666,2.307692308,366.122324,2022
4119,Player D,Team A,29,162.0873997,98.93971808,Defender,,19,3,4,82.90133417,5.85779503,11,3,10,1,0.714718834,41,1,12.96849591,0.105826917,,,2019
2627,Player B,Team B,21,190.3572779,100.8568336,Goalkeeper,2,1,4,2,84.93357527,6.013991546,19,2,13,4,0.687019267,26,6,19.03588323,2.089095552,3,59.51128079,2019
1326,Player A,Team C,18,163.542727,57.83810793,Midfielder,0,11,7,0,88.62783407,13.19030122,45,3,10,3,0.366798321,77,2,14.18131354,0.6478756,2,192.7575761,2022
2792,Player A,Team A,36,163.1068965,,Defender,23,,6,3,66.64918402,13.54971568,80,12,6,7,0.56953978,59,6,15.86491101,0,2.583333333,,2021
4055,Player A,Team C,38,,99.88347555,Goalkeeper,,19,2,3,,9.874782432,16,13,23,4,0.023047088,23,4,17.29860198,0.551107328,1.214285714,260.2284887,2019
301,Player A,Team B,22,174.6097681,,Goalkeeper,14,,2,2,61.89192705,6.673913304,12,6,22,6,0.531354632,13,7,17.47379729,0.471263007,2.866666667,188.2449534,2020
2061,Player B,Team B,26,193.3103467,103.6798681,Midfielder,,2,5,2,112.1095053,10.63170453,54,9,12,0,0.138378563,7,5,13.62333684,0.716063386,9.333333333,95.00750727,2022
2194,Player A,Team B,20,196.2195791,,Goalkeeper,15,13,1,0,92.76166686,5.30272504,85,10,19,4,0.075412176,33,2,11.41472646,1.229204845,5.875,322.5306705,2022
2129,Player D,Team B,29,161.3357282,64.08288995,Goalkeeper,230,12,4,3,68.44290471,12.41706995,32,4,29,3,0.368250107,36,0,15.11545373,1.811417269,0.086580087,1611.398055,2020
1444,Player C,Team C,39,161.0148595,79.67005259,Goalkeeper,14,,5,3,,10.91787998,97,11,15,1,0.210528488,38,4,15.20165212,0.712814739,2.4,,2021
3070,Player A,Team B,32,194.4452097,88.23082138,Forward,14,13,4,0,108.9973828,14.68286652,73,5,22,7,0.398559224,42,8,5.818543668,1.889028535,5.333333333,173.9334521,2021
3880,Player B,Team B,20,171.8937499,58.96549563,Midfielder,12,11,6,2,70.48847764,12.38773671,53,9,23,3,0.502427287,67,0,10.33909565,5.058368636,6.615384615,220.0292918,2020
4022,Player D,Team C,18,,76.08732668,Goalkeeper,4,,6,1,80.53012642,13.9945731,68,5,6,8,0.672383843,95,7,8.083860747,0.967735363,5,,2021
2664,Player B,Team A,37,167.0069945,94.54118703,Goalkeeper,,3,0,3,84.96471524,14.95948117,17,4,5,4,0.607752122,17,3,19.70567704,6.743051233,19,61.48158365,2022
4282,Player B,Team A,39,179.2672929,66.93087453,Goalkeeper,22,,1,3,67.07031021,11.8244948,30,9,2,8,0.208830935,1,6,12.5215604,2.199006937,3.739130435,276.1105901,2022
2205,Player A,Team C,38,197.9041001,,Defender,16,1,3,2,51.19428092,7.664732431,52,11,24,9,0.314933227,46,9,6.583895986,4.018211332,5.058823529,187.4840753,2022
4149,Player D,Team C,29,,,Goalkeeper,,,6,1,82.72176105,8.254963242,56,7,6,6,0.779820884,95,2,13.85038957,2.302250313,,,2020
2222,Player B,Team A,22,179.8203671,53.88830634,Defender,20,13,3,4,62.25884621,10.83572478,15,3,19,3,0.09653447,29,4,8.927258274,1.651086966,25.66666667,101.5774551,2022
4713,Player A,Team A,25,179.5732333,87.89109214,Goalkeeper,,0,3,1,88.61083407,9.285414379,98,11,6,9,0.752114333,87,9,11.25245337,3.639536038,,,2020
3154,Player C,Team C,21,181.5169213,94.7721224,Goalkeeper,20,,7,4,70.23143438,13.5829755,47,0,23,2,0.268598933,12,8,7.957937968,1.442661797,1.904761905,227.1859549,2021
3827,Player C,Team C,39,,85.28497027,Forward,29,,3,1,69.52113826,6.569039677,85,4,16,9,0.482132099,61,7,10.1305076,3.60598503,1.066666667,798.3459376,2022
3227,Player B,Team C,24,167.2389226,101.5018315,Midfielder,,0,6,2,50.20397163,6.167389343,11,9,1,0,0.350272371,3,2,6.742074495,5.784544561,,,2019
1030,Player C,Team B,38,170.9401146,63.02925081,Forward,25,19,1,4,68.64765279,12.93746781,2,4,13,0,0.665272836,72,6,15.98252256,0.610622202,2.961538462,235.6808948,2019
3743,Player C,Team C,21,,,Goalkeeper,5,11,0,4,65.09737139,11.4158048,42,3,3,4,0.055605522,12,6,19.89735557,0,7.833333333,112.2827137,2019
1918,Player C,Team A,33,187.5193609,,Midfielder,110,7,5,2,97.78179197,14.52962687,35,9,5,8,0.391525698,32,0,17.01708062,0.073505389,0.657657658,1091.043672,2020
2546,Player D,Team C,18,162.4178769,72.19621511,Forward,25,13,7,1,97.55314048,8.316090141,88,14,28,2,0.077649335,70,3,10.90640601,0,0.192307692,228.6122914,2019
464,Player D,Team C,22,,74.15356085,Defender,5,6,6,1,68.0183111,13.35448189,5,14,16,9,0.102946145,83,7,12.19018657,1.982630787,8,131.5953494,2020
1554,Player D,Team B,38,,79.24731643,Forward,28,15,5,2,74.9863509,10.05832787,40,1,11,4,0.228079772,83,3,8.292965297,2.795742101,0.827586207,641.8156255,2019
4700,Player B,Team B,32,170.3148001,88.03053523,Goalkeeper,8,,1,1,60.33833363,11.85108747,51,12,22,0,0.876420944,94,5,18.46804683,0.827846173,5.333333333,234.864465,2022
400,Player D,Team A,27,182.1922703,,Forward,14,,1,1,61.33775082,12.97451944,41,13,13,1,0.103123869,75,6,15.88883655,1.667221844,3.266666667,,2021
1927,Player C,Team A,34,167.6750685,66.7082217,Midfielder,8,4,8,1,73.87818049,9.965321136,87,5,21,7,0.48097289,51,9,6.75131054,6.07699521,3.222222222,191.4131524,2022
438,Player C,Team C,39,,75.46502361,Defender,18,,5,0,65.73490412,5.985202915,7,0,3,4,0.706242227,25,6,6.103694572,0,2.368421053,188.8834765,2020
3734,Player B,Team A,37,197.0600248,90.13196212,Goalkeeper,7,3,8,2,98.26757122,6.814467593,61,11,25,4,0.970074457,20,1,12.65504068,3.497936824,2.75,139.3230085,2022
936,Player B,Team B,24,193.0268578,,Goalkeeper,20,18,2,2,86.55928914,6.188733719,27,2,1,2,0.018390677,50,0,8.839084365,5.177151956,2.714285714,254.0908915,2021
1393,Player B,Team B,27,183.4088132,95.59802511,Defender,240,8,9,0,63.55798665,8.386142775,11,4,26,8,0.835486156,89,2,10.57112496,1.11115642,0.88,217.7830831,2022
4300,Player D,Team B,18,187.8855926,107.5501416,Midfielder,10,1,5,1,63.94012094,9.062475667,4,10,22,0,0.080615405,36,3,10.40028437,0.396147726,1.909090909,61.2476115,2020
4325,Player A,Team A,33,,67.73438551,Defender,14,17,2,1,77.19227368,6.560215073,8,9,19,1,0.472793345,91,0,14.80548682,0.05901948,3.6,393.2316256,2021
1499,Player C,Team C,35,178.3169832,,Forward,16,8,7,0,,13.81685317,84,6,2,6,0.811230558,97,3,8.479445617,1.67500894,0.058823529,231.7036028,2019
2303,Player A,Team A,34,188.594239,55.14927203,Forward,,19,3,1,75.83530408,11.5591305,43,14,16,6,0.308917723,31,3,12.79379079,1.310643133,,,2021
4465,Player D,Team A,25,169.5491525,80.51541436,Forward,,,8,2,58.3223382,8.241067862,80,10,12,5,0.689896003,18,8,6.872261482,0,12.16666667,,2020
2602,Player B,Team C,39,185.0235833,94.99765818,Goalkeeper,24,16,0,3,68.09265181,13.26406285,48,0,25,5,0.748645234,57,9,18.31218327,0,0.52,611.8859977,2019
1163,Player B,Team A,37,179.0079088,112.8137276,Goalkeeper,27,17,0,3,51.57109887,8.410413034,92,9,29,0,0.735935392,21,2,16.92555199,0.34035988,0.5,307.5227751,2019
4768,Player D,Team B,24,190.1294566,54.46816944,Forward,,14,4,2,99.59207658,14.83654521,96,12,21,5,0.946378653,52,5,13.44797895,2.989433136,,,2021
1399,Player A,Team C,33,164.0092751,,Goalkeeper,10,0,7,0,65.94605959,12.18299463,6,6,8,6,0.232879146,58,4,7.877071875,0.763205064,6.545454545,103.2283366,2022
3977,Player D,Team B,25,160.7692681,65.77536977,Midfielder,23,6,7,0,92.33232482,9.134693623,55,14,10,9,0.549868563,13,5,14.1288813,2.315051181,0.208333333,359.5458294,2021
2045,Player D,Team A,21,,88.81186595,Forward,21,17,5,3,82.44644003,5.112171563,67,12,15,8,0.722814303,35,2,18.91628257,2.350191502,2.681818182,396.0404608,2020
1140,Player B,Team C,35,,80.4703932,Goalkeeper,,,1,4,75.78509217,13.05189977,33,3,23,8,0.824680966,13,9,8.948465076,2.993362614,0.6,507.6461108,2021
1591,Player C,Team A,35,,,Goalkeeper,30,16,4,0,78.61096259,6.466877128,37,6,9,0,0.142785637,38,5,17.28465698,6.873919897,0.967741935,263.7080194,2022
4579,Player B,Team C,22,176.2405014,58.24027394,Goalkeeper,,,4,0,80.58216374,10.37433255,83,5,4,2,0.28935241,33,9,18.20240538,3.0109778,,,2020
1604,Player D,Team B,29,184.721501,,Forward,21,,5,2,80.75545347,9.353324405,77,13,7,1,0.069423843,63,3,6.998445609,3.510607203,3.409090909,250.652228,2020
838,Player D,Team B,28,,,Forward,21,14,8,3,99.36239399,5.955456399,35,2,4,7,0.295926349,43,3,15.32636812,0.329944396,2.227272727,515.3250992,2020
4703,Player A,Team B,32,,113.2324774,Midfielder,250,11,6,3,55.22374086,12.30867744,18,0,28,9,0.211506749,42,0,12.8319394,0.522169945,0.047808765,1361.577237,2020
4727,Player C,Team A,33,178.320585,,Midfielder,,15,6,0,97.12140937,10.5419921,79,0,18,5,0.091353243,49,1,6.866138088,2.682205386,3.5,323.6967848,2019
752,Player B,Team B,32,346.4480648,,Forward,14,,6,4,,9.203543747,51,11,13,1,0.033789151,51,5,5.696924934,0.112665201,4.933333333,215.7301505,2022
2825,Player B,Team C,35,196.4164436,108.0597783,Midfielder,21,6,6,3,54.41359053,13.43612736,81,14,19,5,0.84804209,55,8,12.50106876,0.588213783,2.227272727,520.9728712,2019
1913,Player B,Team A,24,372.2021502,,Goalkeeper,,,0,3,64.86233734,6.688918902,18,3,29,5,0.368309531,45,6,10.92722012,4.077737649,0.370860927,1077.322534,2019
1357,Player C,Team C,27,182.9981397,113.1109938,Defender,3,19,6,4,115.2360407,8.82100152,34,10,0,0,0.689109081,16,2,16.75722867,3.561045884,14.75,191.2529036,2020
4320,Player A,Team C,34,192.3405309,,Goalkeeper,130,7,3,1,50.33337726,6.080667398,50,3,26,9,0.580645226,3,2,18.7046013,0,4.571428571,251.8700374,2019
4422,Player A,Team B,32,192.5451152,84.37269289,Forward,4,5,4,4,51.75062054,10.89577405,24,5,5,3,0.599359725,60,6,16.98266881,1.209990499,4.4,179.350196,2022
1517,Player C,Team C,37,197.0683002,90.08694082,Goalkeeper,27,13,5,4,80.32192629,12.42583301,55,1,10,4,0.019043409,32,7,17.22811442,0.88410843,2.035714286,744.716591,2019
1445,Player A,Team C,36,190.0060113,51.02399774,Defender,,17,1,1,99.68951336,8.774870872,84,14,7,1,0.177149789,99,8,16.03226609,2.55082873,,,2021
4988,Player C,Team C,33,196.2382084,77.94674188,Goalkeeper,,0,1,0,90.79778412,8.574836237,88,11,6,5,0.731250589,84,4,11.43242015,3.052637789,5.285714286,106.2488028,2020
1192,Player A,Team A,39,168.6009028,97.95209645,Goalkeeper,23,3,9,1,58.5990873,7.309750236,41,11,11,0,0.070460678,8,9,9.241959244,2.698119093,2.458333333,436.1022403,2021
2096,Player B,Team A,28,,118.7237146,Forward,14,,1,1,97.70172443,13.79582732,92,2,24,9,0.577593366,30,3,11.3005206,0.94912876,4,311.6572268,2021
4567,Player C,Team A,18,163.1148026,64.13272393,Forward,140,19,4,0,98.79676734,11.6876423,45,7,11,7,0.22065106,52,0,13.43795446,1.808120114,2.266666667,536.1014443,2020
4161,Player B,Team A,31,,109.5420384,Forward,23,15,8,2,,12.09803784,54,12,27,4,0.085056385,61,8,17.7453898,0.460345566,4,295.1606196,2020
3244,Player D,Team C,18,196.2846968,108.7004366,Defender,16,19,5,4,54.73959018,8.839856394,53,7,22,2,0.435396323,42,7,17.84004749,0.03541377,5.588235294,415.7603562,2022
4021,Player C,Team B,38,,97.68239672,Midfielder,23,5,8,1,78.96527693,10.18348599,31,0,20,4,0.240531585,32,2,15.65236672,2.985841006,0.833333333,492.4736125,2019
665,Player A,Team A,28,184.9968988,,Forward,20,18,5,0,83.78039541,8.675173154,30,2,14,6,0.928507752,62,0,17.16564413,0,3.523809524,696.2399896,2022
4698,Player B,Team C,23,183.4545657,53.73315529,Forward,25,15,4,4,79.87348832,6.155809443,71,2,22,3,0.75493254,46,5,13.25181795,0.764482399,1.269230769,518.9913472,2019
1815,Player C,Team A,35,161.6933978,68.10331399,Defender,,,4,2,64.55343965,9.791082459,80,0,7,3,0.967860035,96,8,13.82831133,6.217235327,32,,2022
3925,Player D,Team C,20,170.6620048,53.87653939,Midfielder,19,8,5,4,50.93373965,13.51135548,71,1,17,4,0.025769599,11,5,9.901992572,0.105179455,3.1,412.1520906,2019
4700,Player B,Team B,32,170.3148001,88.03053523,Goalkeeper,8,7,1,1,60.33833363,11.85108747,51,12,22,0,0.249972891,64,0,17.00600032,0.827846173,5.333333333,234.864465,2022
898,Player C,Team C,25,180.5227769,100.4226994,Defender,22,19,4,4,99.30890562,6.025243073,20,11,7,0,0.207823841,46,3,19.36699387,0.434385984,2.043478261,507.5597801,2021
3505,Player B,Team A,33,173.7584245,101.6984912,Goalkeeper,,6,6,1,,5.087166768,22,7,8,6,0.622630534,80,2,11.05650636,3.611303649,,,2022
2925,Player B,Team B,29,199.9479393,104.23064,Defender,,10,9,1,89.04523823,7.508606875,52,5,13,9,0.901940197,15,8,14.9170272,5.581392531,1.12,466.2815208,2022
3508,Player A,Team A,25,160.2451459,109.6004527,Defender,5,15,9,0,91.89212511,12.74131396,11,7,3,4,0.847387931,29,8,7.749845633,0.43221182,0.333333333,125.5922044,2019
4723,Player D,Team C,34,381.3358259,,Forward,13,9,5,1,,6.277464202,51,5,19,1,0.950941352,38,9,15.33957305,0.349669653,1.714285714,155.822174,2020
1143,Player C,Team A,35,184.5908381,,Defender,12,0,9,0,65.24255774,6.504919627,27,8,8,8,0.156362142,42,2,16.65606487,0.455168593,4.615384615,159.0843481,2022
4628,Player C,Team A,29,169.9740924,104.0476553,Forward,,13,1,1,73.89788206,10.70681033,12,6,23,9,0.121302998,42,9,14.99035163,0.323282817,0.25,627.6451671,2021
3493,Player B,Team B,30,192.6003111,,Forward,13,18,9,1,,7.090405084,76,12,3,9,0.977853694,95,1,10.90799334,3.973042037,4,162.9770135,2021
2081,Player D,Team A,37,176.5627448,50.01767181,Defender,3,5,3,0,93.37708646,13.955104,23,1,10,0,0.041880394,10,5,12.14240167,4.298677198,1,64.68570368,2020
2703,Player A,Team B,31,181.9995366,,Midfielder,2,,6,0,60.26388933,12.81548889,79,13,20,2,0.016947665,21,2,5.1696303,1.932200737,25,80.90265555,2022
1961,Player A,Team A,24,171.8502301,,Midfielder,,9,0,3,77.75739274,7.941981052,23,14,21,4,0.40990489,8,4,19.63565849,0.195403198,0.105263158,2222.747086,2022
4853,Player A,Team C,30,164.5645903,91.37494968,Goalkeeper,10,16,8,3,78.17987673,7.826874309,33,11,0,1,0.233018964,76,1,16.54825412,0.603918482,6.909090909,241.6237231,2021
2787,Player A,Team C,27,161.5756065,70.4643197,Goalkeeper,90,4,2,4,77.22187581,7.601860013,23,2,3,2,0.268047187,73,1,6.646688622,3.919897602,0.692307692,834.1718264,2020
739,Player D,Team B,33,,66.83118946,Forward,27,8,2,1,68.59275041,12.7139917,10,12,9,1,0.376944429,28,6,15.60408459,6.02664833,3.071428571,381.4225736,2021
1903,Player A,Team C,36,184.2028594,,Forward,150,0,3,3,66.72404622,14.72176839,75,11,3,8,0.035311355,17,3,13.11995116,6.688372688,0.125,145.1303857,2020
38,Player A,Team A,19,188.8129167,82.9957709,Forward,,,1,1,94.32396753,11.00785308,17,4,11,4,0.342475219,36,3,14.8261922,0,,,2020
4104,Player A,Team A,24,190.668467,108.0348052,Goalkeeper,,9,2,0,91.33803167,14.66479092,60,4,3,0,0.295932029,37,4,19.42604405,3.221630659,,,2022
3912,Player A,Team B,22,173.2143075,,Goalkeeper,9,16,0,0,67.52800488,13.26636153,79,4,18,4,0.655509972,33,7,16.31154872,0.851062805,9.7,372.9189187,2019
351,Player A,Team B,34,,81.64058016,Midfielder,18,,2,2,91.29055665,7.459996682,68,7,19,8,0.347002335,87,3,15.17745796,0.832587583,3.105263158,,2019
4050,Player D,Team C,32,163.3287081,,Midfielder,240,,7,2,61.54817523,11.40097056,62,4,11,1,0.934433039,51,3,13.25920562,0.648200706,0.72,400.4133828,2021
1825,Player A,Team C,26,160.9242741,94.41360512,Goalkeeper,10,4,2,0,72.03484059,11.60611591,15,14,14,6,0.530302133,58,3,10.08614513,6.568386462,3.181818182,117.5676212,2022
4904,Player C,Team A,37,165.9654043,88.19505328,Defender,15,0,3,4,102.6297966,11.46127454,74,7,26,0,0.113387096,97,0,7.568437905,0,0.75,245.5309739,2022
2907,Player A,Team A,32,190.2283969,93.57383233,Defender,3,15,5,1,74.09872857,8.236720556,99,11,14,8,0.226125331,88,5,5.467712962,6.966815933,6.75,171.1241813,2019
3365,Player B,Team B,22,177.9890923,,Defender,25,,8,2,86.22960999,11.19418852,83,4,6,2,0.636374282,7,3,9.907654138,0,3.461538462,746.0762398,2021
1422,Player C,Team C,19,,66.29457791,Defender,25,16,5,1,,9.193030288,75,1,11,9,0.041572859,72,0,6.462889854,2.012076475,1.538461538,269.9903477,2020
1927,Player C,Team A,34,167.6750685,66.7082217,Midfielder,8,4,8,1,73.87818049,9.965321136,87,5,21,7,0.48097289,51,9,6.75131054,6.07699521,3.222222222,191.4131524,2019
3304,Player B,Team B,20,170.014922,51.2331555,Midfielder,,15,3,2,83.80931355,5.044244385,64,13,8,8,0.220111326,22,3,9.718505995,0,,,2020
2485,Player C,Team C,19,181.9248026,107.9093868,Midfielder,,9,0,1,68.8579821,5.843871387,35,6,7,9,0.704493636,56,9,6.498396238,0.760938989,,,2020
3991,Player A,Team B,32,332.4361834,,Defender,21,6,0,3,,5.875209488,95,14,7,3,0.211125943,11,5,14.91998241,0.101167644,2.045454545,256.8803719,2021
4785,Player C,Team C,33,,114.0539011,Goalkeeper,,3,4,4,103.211679,11.56520779,0,12,5,2,0.37686688,2,7,17.25569382,1.793916839,,,2020
1161,Player A,Team A,19,,82.23564119,Defender,0,1,8,3,78.92565931,14.19305457,19,4,21,4,0.128869867,86,9,17.23012739,1.601706503,85,16.9499228,2022
4106,Player B,Team C,23,160.8555539,63.04148427,Midfielder,2,,8,0,66.91581437,14.4115945,96,10,29,7,0.965302724,72,9,16.43143506,3.85919576,9,177.2855329,2021
2728,Player C,Team B,22,183.2535687,82.76714311,Midfielder,,11,8,4,90.39857157,6.466434411,38,3,4,4,0.246603635,48,1,19.95979291,2.374355807,2.944444444,269.1699011,2021
4354,Player C,Team C,18,,223.2107392,Goalkeeper,27,5,6,4,77.25786206,10.69717393,97,3,2,1,0.541113825,97,5,15.6536211,0,2.964285714,517.716415,2022
4923,Player B,Team B,38,162.523007,89.93994964,Midfielder,,,7,4,97.91892816,11.95521411,16,5,26,3,0.385552501,90,5,10.74731838,1.606152464,,,2020
4279,Player A,Team C,22,,182.1473469,Midfielder,1,10,3,0,74.40206297,9.937041049,77,13,25,0,0.843812864,15,1,17.53264892,1.17310504,15.5,166.8880253,2022
3488,Player B,Team C,36,189.2226508,78.08609997,Goalkeeper,2,13,5,2,99.63150958,5.958972339,46,11,24,8,0.538980874,5,5,18.4622957,3.987768801,12,129.5442288,2021
3469,Player A,Team C,24,195.3788525,79.96943913,Defender,,10,9,1,95.9657254,12.40617344,95,5,6,5,0.982077379,5,9,10.2348639,3.657703737,,,2019
716,Player C,Team B,24,,76.50944503,Defender,,11,3,4,56.99431639,14.77289344,5,4,5,8,0.593575254,17,4,14.63858019,1.978115069,,,2020
4465,Player D,Team A,25,169.5491525,80.51541436,Forward,5,,8,2,115.8364006,8.241067862,80,10,12,5,0.396000966,93,7,14.29243374,0,12.16666667,,2022
2222,Player B,Team A,22,179.8203671,53.88830634,Defender,20,13,3,4,62.25884621,10.83572478,15,3,19,3,0.09653447,29,4,8.927258274,1.651086966,25.66666667,101.5774551,2019
4522,Player A,Team B,25,,,Goalkeeper,,17,1,3,68.56692382,14.83024303,13,6,12,4,0.890658455,74,6,16.06817529,0.755244286,,,2022
2640,Player C,Team A,29,190.3998863,69.2944759,Defender,11,5,8,1,73.23179259,6.206132732,77,4,20,4,0.298052209,19,4,6.808495241,0.039613805,6.333333333,295.7581095,2020
2161,Player A,Team C,31,199.4472125,95.38967522,Defender,22,14,2,1,101.730415,8.075842536,81,2,9,8,0.620928567,1,7,14.01033338,1.085112728,0.217391304,707.9658687,2019
2809,Player D,Team B,35,163.2556127,,Forward,,2,3,4,,8.997866279,10,11,23,3,0.021981815,97,8,19.61102175,1.154455528,2.259259259,240.7401018,2020
1916,Player D,Team C,24,170.1553604,83.77328111,Goalkeeper,,16,2,0,75.68375313,10.64493407,43,8,12,4,0.41275832,92,3,8.13003453,0.781409825,6.583333333,210.7028091,2021
2325,Player A,Team C,35,199.7925212,111.7823937,Forward,17,4,9,4,64.76777702,7.744670681,9,7,29,3,0.136056234,33,3,6.85898769,1.115785488,2.388888889,117.5803507,2019
185,Player A,Team A,20,172.2177691,59.59722317,Goalkeeper,9,10,1,0,56.9327396,5.729955992,53,5,4,9,0.659984046,59,4,11.78517279,0.415137589,1.2,373.0225579,2022
4904,Player C,Team A,37,165.9654043,88.19505328,Defender,15,0,3,4,102.6297966,11.46127454,74,7,26,0,0.113387096,97,0,7.568437905,0,0.75,245.5309739,2020
737,Player A,Team C,24,,,Midfielder,17,3,0,4,77.78026117,5.620594506,73,7,3,1,0.816599439,90,7,6.988593009,0.624866498,0.5,103.1949192,2022
492,Player A,Team A,34,,84.50947004,Goalkeeper,22,0,3,1,,14.25710241,59,7,27,3,0.221779492,15,3,18.9872814,3.847658309,1.565217391,392.2261353,2019
4541,Player D,Team A,27,,57.29944305,Forward,14,1,0,0,99.94922976,14.91537186,46,9,12,4,0.480559941,34,3,19.87574438,0.408909497,1.266666667,264.8029634,2022
3310,Player C,Team C,18,174.3692456,69.43336497,Goalkeeper,17,,5,1,97.94379408,6.869993555,97,8,4,7,0.097618761,51,5,14.5883067,0.161325923,3.166666667,333.1815381,2020
4860,Player D,Team A,31,178.3050653,83.89823006,Forward,170,,8,2,87.0200724,5.362730431,19,7,0,3,0.62543345,66,1,13.56272646,0,4.722222222,,2021
2166,Player D,Team C,34,164.006773,,Goalkeeper,280,8,2,0,97.52447979,14.41052837,8,13,10,8,0.397487992,91,2,6.753752819,1.797081773,3.103448276,510.4235244,2019
3579,Player A,Team C,34,192.8341322,157.8923596,Goalkeeper,24,,3,2,69.82057702,5.610360686,48,3,24,0,0.285244342,48,0,11.79219126,3.721791078,2.16,477.6307262,2021
590,Player A,Team C,24,195.7621842,,Goalkeeper,15,18,0,0,76.92222907,8.308786335,10,14,10,1,0.138827173,12,9,18.35071865,0.852551536,0.375,287.6303287,2021
49,Player B,Team C,36,399.110057,107.8451447,Midfielder,3,8,5,4,92.11163636,12.57627073,26,12,26,0,0.995802368,86,7,16.37887184,0.730953541,21.5,215.1911618,2020
79,Player D,Team A,35,187.8836455,,Goalkeeper,,7,1,3,,5.295424435,40,0,13,9,0.075554494,6,6,15.41093438,3.988601328,4.666666667,141.3178515,2022
989,Player D,Team C,24,383.8796771,101.8572361,Forward,,14,4,1,78.23052542,9.999722382,54,12,6,1,0.819102318,54,6,11.78394144,4.639940436,,,2020
4351,Player C,Team C,34,175.9463715,112.3005092,Defender,3,14,3,0,52.5524856,12.21081276,25,0,22,6,0.598562993,6,0,10.15496842,0.056845811,10.25,339.7906353,2021
4824,Player A,Team C,36,167.2530342,68.15669614,Goalkeeper,10,,4,4,,8.27355169,79,13,9,1,0.544555325,66,6,10.44790689,2.301886922,3.090909091,212.4452576,2020
4086,Player A,Team C,33,,111.6848913,Forward,3,9,8,0,66.11072273,11.4165293,65,14,14,0,0.130973743,40,7,11.99372192,0.540696119,5.5,238.410571,2021
2231,Player A,Team C,39,,101.8976481,Goalkeeper,,13,1,1,94.36470243,13.50464753,68,4,13,7,0.6925728,57,5,9.166249799,2.565052679,,,2022
870,Player A,Team C,24,179.5039375,,Goalkeeper,80,13,9,0,96.51226095,5.485119019,94,5,21,4,0.227448254,68,3,12.59130789,8.154209282,0.135802469,892.995057,2019
329,Player D,Team C,34,199.4552869,97.039151,Defender,23,0,5,4,53.38988949,6.238520852,86,3,17,6,0.24773099,38,9,5.363563912,2.148818959,4.041666667,283.1106017,2022
1238,Player A,Team B,33,167.8169035,,Forward,,17,6,2,86.9013185,8.002459085,86,10,29,9,0.741684129,48,4,8.879380887,5.979306268,4.384615385,145.8929923,2019
4272,Player B,Team B,24,171.0760676,88.74394675,Goalkeeper,10,,8,1,,11.30344492,17,3,17,7,0.151432314,49,8,6.639311569,1.495475712,5.363636364,,2020
1249,Player D,Team B,39,,77.52725254,Forward,28,15,3,3,71.6946641,7.366378722,78,11,22,4,0.129380617,25,0,6.566168221,0.128248716,2.793103448,448.7528919,2022
4245,Player A,Team A,19,197.8890811,50.71429311,Defender,30,2,1,3,58.32292992,9.949192026,66,2,18,3,0.934729915,50,5,14.40817879,0.103562352,2.387096774,308.5439044,2019
4575,Player A,Team B,34,168.9399502,83.85552654,Forward,,8,1,1,110.3582727,7.652800199,12,13,24,5,0.312598025,50,9,6.766432502,0.668875315,,,2021
2270,Player A,Team C,22,164.5716514,62.80813684,Forward,0,5,8,1,87.6514924,8.445079568,1,6,4,2,0.104224803,64,1,15.01248679,0.614857227,73,57.22217697,2020
3582,Player D,Team B,26,171.5287033,112.4417898,Defender,15,11,5,2,81.56160158,14.22236479,24,1,27,7,0.425356496,74,6,5.164944339,0.650867611,4.75,200.0748979,2019
2094,Player C,Team A,39,,,Goalkeeper,160,11,4,0,70.05877106,10.33181447,51,12,11,9,0.200339821,91,7,18.8348577,0,0.470588235,536.9423908,2020
404,Player D,Team B,20,197.4458534,82.6644059,Forward,240,12,9,3,,5.722690414,89,13,8,6,0.320049601,16,1,16.53693352,1.845476891,1.08,248.7961219,2020
273,Player D,Team B,29,,86.87620432,Forward,26,,0,3,77.81780054,14.25561101,33,3,13,3,0.227481604,12,6,9.961817303,2.364195642,0.111111111,497.7432137,2021
3300,Player B,Team A,20,179.2542333,101.9971683,Defender,28,12,6,0,113.9833178,14.98048636,54,2,14,5,0.127102614,29,6,17.95526987,6.681296819,0.413793103,779.6047542,2021
1787,Player D,Team B,24,186.967975,116.906822,Midfielder,19,4,8,3,115.2084586,6.316649001,71,8,26,8,0.473435659,83,5,12.21490459,3.751170972,4.55,281.3841783,2020
799,Player C,Team B,34,,74.92974134,Forward,18,,0,4,,10.0874573,48,3,29,9,0.922499381,28,3,13.41668579,1.665904052,0.157894737,,2021
1165,Player B,Team A,21,168.5783292,67.43139735,Goalkeeper,16,11,5,1,,12.49172445,49,3,16,3,0.03106813,3,2,8.460287652,0.06377011,2.705882353,246.8440885,2021
